condition,prompt_id,beta_ratio,layers,target,answer,correct,semantic_drift,attention_entropy,answer_tokens,repeat_frac,coherence_proxy
beta_refined_0.83,p027,0.83,"3,9,5,8",Opal-027 AX-1308,AX-1308,0,0.440196692943573,0.32970117405056953,2,0.5,1.0
beta_refined_0.83,p028,0.83,"3,9,5,8",Opal-028 DN-2257,Opal-028,0,0.43944281339645386,0.32965602073818445,2,0.5,1.0
beta_refined_0.83,p029,0.83,"3,9,5,8",Dante-029 DN-5765,Dante-029,0,0.43573296070098877,0.3319360679015517,2,0.5,1.0
beta_refined_0.83,p030,0.83,"3,9,5,8",Mira-030 BR-2222,"Mira-030, BR-2222",1,0.383217453956604,0.3240365767851472,4,0.25,1.0
beta_refined_0.83,p031,0.83,"3,9,5,8",Pavel-031 DN-5947,"Pavel-031, DN-5947",1,0.4191221594810486,0.3222226621583104,4,0.25,1.0
beta_refined_0.83,p032,0.83,"3,9,5,8",Jules-032 CY-2064,"Jules-032
CY-2064",1,0.427163302898407,0.32806640677154064,4,0.25,1.0
beta_refined_0.83,p033,0.83,"3,9,5,8",Quinn-033 BR-7116,Quinn-033,0,0.4230559468269348,0.32430584076792,2,0.5,1.0
beta_refined_0.83,p034,0.83,"3,9,5,8",Nolan-034 CY-5878,Nolan-034,0,0.45156049728393555,0.32220691069960594,2,0.5,1.0
beta_refined_0.83,p035,0.83,"3,9,5,8",Kira-035 DN-3287,Kira-035,0,0.46939992904663086,0.3222326748073101,2,0.5,1.0
beta_refined_0.83,p036,0.83,"3,9,5,8",Quinn-036 DN-5427,"Quinn-036, DN-5427",1,0.337178111076355,0.32535912841558456,4,0.25,1.0
beta_refined_0.83,p037,0.83,"3,9,5,8",Ada-037 AX-7966,Ada-037,0,0.5548290014266968,0.3278113240376115,2,0.5,1.0
beta_refined_0.83,p038,0.83,"3,9,5,8",Rhea-038 AX-3058,Rhea-038,0,0.47351133823394775,0.3245059745386243,2,0.5,1.0
beta_refined_0.83,p039,0.83,"3,9,5,8",Tara-039 AX-9806,"Tara-039, AX-9806",1,0.35103684663772583,0.3274668324738741,4,0.25,1.0
beta_refined_0.83,p040,0.83,"3,9,5,8",Nolan-040 CY-4732,"Nolan-040, CY-4732",1,0.35533952713012695,0.3267826149240136,4,0.25,1.0
beta_refined_0.83,p041,0.83,"3,9,5,8",Greta-041 BR-4781,Greta-041,0,0.4581342339515686,0.32638547755777836,2,0.5,1.0
beta_refined_0.83,p042,0.83,"3,9,5,8",Ada-042 BR-7805,Ada-042,0,0.5574304163455963,0.3265104042366147,2,0.5,1.0
beta_refined_0.83,p043,0.83,"3,9,5,8",Mira-043 CY-8248,"Mira-043, CY-8248",1,0.37044966220855713,0.32792536448687315,4,0.25,1.0
beta_refined_0.83,p044,0.83,"3,9,5,8",Basil-044 BR-7106,Basil-044,0,0.48602932691574097,0.325390188023448,2,0.5,1.0
beta_refined_0.83,p045,0.83,"3,9,5,8",Basil-045 BR-2029,Basil-045,0,0.4884359836578369,0.32898213621228933,2,0.5,1.0
beta_refined_0.83,p046,0.83,"3,9,5,8",Opal-046 CY-8044,Opal-046,0,0.43341362476348877,0.32367660384625196,2,0.5,1.0
beta_refined_0.83,p047,0.83,"3,9,5,8",Felix-047 DN-2060,Felix-047,0,0.44186854362487793,0.32606031093746424,2,0.5,1.0
beta_refined_0.83,p048,0.83,"3,9,5,8",Hugo-048 DN-8551,"Hugo-048, DN-8551",1,0.33971476554870605,0.3265350228175521,4,0.25,1.0
beta_refined_0.83,p049,0.83,"3,9,5,8",Elena-049 EV-4084,Elena-049,0,0.4741811752319336,0.32229454815387726,2,0.5,1.0
beta_refined_0.83,p050,0.83,"3,9,5,8",Luca-050 CY-4815,Luca-050,0,0.4694569706916809,0.3271559691056609,2,0.5,1.0
beta_refined_0.83,p051,0.83,"3,9,5,8",Kira-051 AX-4341,"Kira-051, AX-4341",1,0.3572695851325989,0.32569983694702387,4,0.25,1.0
beta_refined_0.83,p052,0.83,"3,9,5,8",Nolan-052 DN-3532,"Nolan-052, DN-3532",1,0.3607984781265259,0.330173097550869,4,0.25,1.0
beta_refined_0.83,p053,0.83,"3,9,5,8",Luca-053 DN-7635,"Luca-053
DN-7635",1,0.41679173707962036,0.3202433018013835,4,0.25,1.0
beta_refined_0.83,p054,0.83,"3,9,5,8",Elena-054 AX-7075,Elena-054,0,0.4757400155067444,0.3202331829816103,2,0.5,1.0
beta_refined_0.83,p055,0.83,"3,9,5,8",Pavel-055 AX-7355,Pavel-055,0,0.4857397675514221,0.32500527519732714,2,0.5,1.0
beta_refined_0.83,p056,0.83,"3,9,5,8",Hugo-056 AX-1624,"Hugo-056, AX-1624",1,0.36008524894714355,0.3283619163557887,4,0.25,1.0
beta_refined_0.83,p057,0.83,"3,9,5,8",Ada-057 DN-8623,Ada-057,0,0.5771450400352478,0.32354819867759943,2,0.5,1.0
beta_refined_0.83,p058,0.83,"3,9,5,8",Quinn-058 AX-3134,"Quinn-058
AX-3134",1,0.4076566696166992,0.32336793188005686,4,0.25,1.0
beta_refined_0.83,p059,0.83,"3,9,5,8",Hugo-059 CY-5132,"Hugo-059, CY-5132",1,0.35967808961868286,0.3276211265474558,4,0.25,1.0
beta_refined_0.83,p060,0.83,"3,9,5,8",Mira-060 CY-6371,Mira-060,0,0.5034904181957245,0.3304120199754834,2,0.5,1.0
beta_refined_0.83,p061,0.83,"3,9,5,8",Elena-061 CY-2333,Elena-061,0,0.467640221118927,0.32755589950829744,2,0.5,1.0
beta_refined_0.83,p062,0.83,"3,9,5,8",Quinn-062 AX-3163,"Quinn-062, AX-3163",1,0.3223409652709961,0.32603240944445133,4,0.25,1.0
beta_refined_0.83,p063,0.83,"3,9,5,8",Luca-063 DN-3598,Luca-063,0,0.47795093059539795,0.3236862225458026,2,0.5,1.0
beta_refined_0.83,p064,0.83,"3,9,5,8",Silas-064 EV-9480,"Silas-064, EV-9480",1,0.32352495193481445,0.3245969731360674,4,0.25,1.0
beta_refined_0.83,p065,0.83,"3,9,5,8",Rhea-065 BR-7769,"Rhea-065
BR-7769",1,0.42126238346099854,0.3247232986614108,4,0.25,1.0
beta_refined_0.83,p066,0.83,"3,9,5,8",Hugo-066 CY-4805,"Hugo-066, CY-4805",1,0.3897054195404053,0.3294343175366521,4,0.25,1.0
beta_refined_0.83,p067,0.83,"3,9,5,8",Hugo-067 BR-6355,"Hugo-067, BR-6355",1,0.38018208742141724,0.3225471330806613,4,0.25,1.0
beta_refined_0.83,p068,0.83,"3,9,5,8",Silas-068 EV-3810,"Silas-068, EV-3810",1,0.3378559350967407,0.32832004595547915,4,0.25,1.0
beta_refined_0.83,p069,0.83,"3,9,5,8",Basil-069 EV-6954,Basil-069,0,0.48139047622680664,0.3263225806877017,2,0.5,1.0
beta_refined_0.83,p070,0.83,"3,9,5,8",Dante-070 CY-6228,Dante-070,0,0.437106728553772,0.3363605812191963,2,0.5,1.0
beta_refined_0.83,p071,0.83,"3,9,5,8",Nolan-071 AX-6681,Nolan-071,0,0.462934672832489,0.33016233798116446,2,0.5,1.0
beta_refined_0.83,p072,0.83,"3,9,5,8",Pavel-072 DN-6688,Pavel-072,0,0.4861867427825928,0.3220189241692424,2,0.5,1.0
beta_refined_0.83,p073,0.83,"3,9,5,8",Mira-073 DN-1412,"Mira-073, DN-1412",1,0.38823652267456055,0.32080442644655704,4,0.25,1.0
beta_refined_0.83,p074,0.83,"3,9,5,8",Opal-074 CY-3777,Opal-074,0,0.43448710441589355,0.3259868919849396,2,0.5,1.0
beta_refined_0.83,p075,0.83,"3,9,5,8",Kira-075 EV-6711,Kira-075,0,0.48854804039001465,0.3270951919257641,2,0.5,1.0
beta_refined_0.83,p076,0.83,"3,9,5,8",Iris-076 AX-2750,"Iris-076, AX-2750",1,0.3219376802444458,0.32456328347325325,4,0.25,1.0
beta_refined_0.83,p077,0.83,"3,9,5,8",Mira-077 BR-8045,"Mira-077, BR-8045",1,0.38942646980285645,0.3243717262521386,4,0.25,1.0
beta_refined_0.83,p078,0.83,"3,9,5,8",Nolan-078 DN-1322,Nolan-078,0,0.46003150939941406,0.32373357005417347,2,0.5,1.0
beta_refined_0.83,p079,0.83,"3,9,5,8",Silas-079 EV-4358,Silas-079,0,0.38792526721954346,0.32746785692870617,2,0.5,1.0
beta_refined_0.83,p080,0.83,"3,9,5,8",Mira-080 AX-2231,"Mira-080, AX-2231",1,0.3844122290611267,0.32224253099411726,4,0.25,1.0
beta_refined_0.83,p081,0.83,"3,9,5,8",Cora-081 DN-4702,"Cora-081
DN-4702",1,0.3828539252281189,0.32888753805309534,4,0.25,1.0
beta_refined_0.83,p082,0.83,"3,9,5,8",Ada-082 CY-5013,"Ada-082
CY-5013",1,0.49639153480529785,0.3280399199575186,4,0.25,1.0
beta_refined_0.83,p083,0.83,"3,9,5,8",Luca-083 AX-1188,Luca-083,0,0.48952555656433105,0.32180039770901203,2,0.5,1.0
beta_refined_0.83,p084,0.83,"3,9,5,8",Tara-084 EV-5866,Tara-084,0,0.4426335096359253,0.3253682516515255,2,0.5,1.0
beta_refined_0.83,p085,0.83,"3,9,5,8",Opal-085 DN-5039,Opal-085,0,0.43666529655456543,0.3267786931246519,2,0.5,1.0
beta_refined_0.83,p086,0.83,"3,9,5,8",Luca-086 AX-1751,Luca-086,0,0.48403531312942505,0.32331824861466885,2,0.5,1.0
beta_refined_0.83,p087,0.83,"3,9,5,8",Quinn-087 BR-5655,"Quinn-087, BR-5655",1,0.3339196443557739,0.32953837513923645,4,0.25,1.0
beta_refined_0.83,p088,0.83,"3,9,5,8",Pavel-088 CY-4150,"Pavel-088, CY-4150",1,0.4076615571975708,0.3244612282142043,4,0.25,1.0
beta_refined_0.83,p089,0.83,"3,9,5,8",Pavel-089 AX-9205,Pavel-089,0,0.5073757767677307,0.3217671187594533,2,0.5,1.0
beta_refined_0.83,p090,0.83,"3,9,5,8",Elena-090 EV-5227,"Elena-090, EV-5227",1,0.3490506410598755,0.3315260745584965,4,0.25,1.0
beta_refined_0.83,p091,0.83,"3,9,5,8",Ada-091 EV-3544,"Ada-091, EV-3544",1,0.3848138451576233,0.32148845586925745,4,0.25,1.0
beta_refined_0.83,p092,0.83,"3,9,5,8",Dante-092 DN-1291,Dante-092,0,0.4374585747718811,0.32791895139962435,2,0.5,1.0
beta_refined_0.83,p093,0.83,"3,9,5,8",Basil-093 EV-2305,Basil-093,0,0.4807165861129761,0.3232223652303219,2,0.5,1.0
beta_refined_0.83,p094,0.83,"3,9,5,8",Felix-094 DN-7319,"Felix-094, DN-7319",1,0.34914708137512207,0.32694007735699415,4,0.25,1.0
beta_refined_0.83,p095,0.83,"3,9,5,8",Mira-095 BR-8393,Mira-095,0,0.49482178688049316,0.33469654340296984,2,0.5,1.0
beta_refined_0.83,p096,0.83,"3,9,5,8",Cora-096 EV-8942,Cora-096,0,0.44446951150894165,0.32190811913460493,2,0.5,1.0
beta_refined_0.83,p097,0.83,"3,9,5,8",Cora-097 DN-9536,"Cora-097, DN-9536",1,0.3401942253112793,0.3242933601140976,4,0.25,1.0
beta_refined_0.83,p098,0.83,"3,9,5,8",Basil-098 CY-2738,Basil-098,0,0.5025633871555328,0.3274927930906415,2,0.5,1.0
beta_refined_0.83,p099,0.83,"3,9,5,8",Iris-099 AX-8321,Iris-099,0,0.370765745639801,0.32383066415786743,2,0.5,1.0
beta_refined_0.8125,p000,0.8125,"3,9,5,8",Kira-000 DN-1791,Kira-000,0,0.48927998542785645,0.3271537199616432,2,0.5,1.0
beta_refined_0.8125,p001,0.8125,"3,9,5,8",Silas-001 BR-2013,"Silas-001, BR-2013",1,0.32922130823135376,0.32923197373747826,4,0.25,1.0
beta_refined_0.8125,p002,0.8125,"3,9,5,8",Rhea-002 EV-1976,Rhea-002,0,0.46197372674942017,0.3241554005071521,2,0.5,1.0
beta_refined_0.8125,p003,0.8125,"3,9,5,8",Kira-003 CY-2199,"Kira-003, CY-2199",1,0.35567355155944824,0.33325172029435635,4,0.25,1.0
beta_refined_0.8125,p004,0.8125,"3,9,5,8",Cora-004 DN-2064,Cora-004,0,0.45154500007629395,0.32877300679683685,2,0.5,1.0
beta_refined_0.8125,p005,0.8125,"3,9,5,8",Jules-005 BR-7519,"Jules-005, BR-7519",1,0.3810507655143738,0.33159923925995827,4,0.25,1.0
beta_refined_0.8125,p006,0.8125,"3,9,5,8",Cora-006 BR-4800,"Cora-006, BR-4800",1,0.3711774945259094,0.3230077540501952,4,0.25,1.0
beta_refined_0.8125,p007,0.8125,"3,9,5,8",Rhea-007 DN-7536,Rhea-007,0,0.4611358046531677,0.3285729307681322,2,0.5,1.0
beta_refined_0.8125,p008,0.8125,"3,9,5,8",Silas-008 EV-2662,Silas-008,0,0.39283865690231323,0.32698723766952753,2,0.5,1.0
beta_refined_0.8125,p009,0.8125,"3,9,5,8",Pavel-009 AX-3361,"Pavel-009, AX-3361",1,0.39385974407196045,0.32687326706945896,4,0.25,1.0
beta_refined_0.8125,p010,0.8125,"3,9,5,8",Felix-010 BR-9725,Felix-010,0,0.4311561584472656,0.3281983742490411,2,0.5,1.0
beta_refined_0.8125,p011,0.8125,"3,9,5,8",Tara-011 DN-6726,Tara-011,0,0.4634082317352295,0.32557212095707655,2,0.5,1.0
beta_refined_0.8125,p012,0.8125,"3,9,5,8",Dante-012 BR-8832,Dante-012,0,0.4431915879249573,0.3282779585570097,2,0.5,1.0
beta_refined_0.8125,p013,0.8125,"3,9,5,8",Elena-013 EV-8771,Elena-013,0,0.4635329246520996,0.32502985186874866,2,0.5,1.0
beta_refined_0.8125,p014,0.8125,"3,9,5,8",Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.3525999188423157,0.3347541093826294,4,0.25,1.0
beta_refined_0.8125,p015,0.8125,"3,9,5,8",Pavel-015 AX-2011,Pavel-015,0,0.4910263419151306,0.32965323328971863,2,0.5,1.0
beta_refined_0.8125,p016,0.8125,"3,9,5,8",Quinn-016 EV-4267,Quinn-016,0,0.42602652311325073,0.3227016683667898,2,0.5,1.0
beta_refined_0.8125,p017,0.8125,"3,9,5,8",Hugo-017 AX-4484,"Hugo-017, AX-4484",1,0.35061395168304443,0.33000126015394926,4,0.25,1.0
beta_refined_0.8125,p018,0.8125,"3,9,5,8",Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.3971666097640991,0.3266298584640026,4,0.25,1.0
beta_refined_0.8125,p019,0.8125,"3,9,5,8",Cora-019 BR-2716,Cora-019,0,0.4456815719604492,0.33514892030507326,2,0.5,1.0
beta_refined_0.8125,p020,0.8125,"3,9,5,8",Basil-020 DN-2186,Basil-020,0,0.502078652381897,0.33004617132246494,2,0.5,1.0
beta_refined_0.8125,p021,0.8125,"3,9,5,8",Elena-021 EV-4906,Elena-021,0,0.48048102855682373,0.3290871186181903,2,0.5,1.0
beta_refined_0.8125,p022,0.8125,"3,9,5,8",Ada-022 AX-1251,Ada-022,0,0.5684491395950317,0.32473932206630707,2,0.5,1.0
beta_refined_0.8125,p023,0.8125,"3,9,5,8",Elena-023 CY-1891,"Elena-023, CY-1891",1,0.37567073106765747,0.3305385820567608,4,0.25,1.0
beta_refined_0.8125,p024,0.8125,"3,9,5,8",Felix-024 DN-1059,"Felix-024, DN-1059",1,0.3337728977203369,0.32794252783060074,4,0.25,1.0
beta_refined_0.8125,p025,0.8125,"3,9,5,8",Iris-025 BR-5066,"Iris-025, BR-5066",1,0.3306117057800293,0.3299482213333249,4,0.25,1.0
beta_refined_0.8125,p026,0.8125,"3,9,5,8",Tara-026 CY-9096,Tara-026,0,0.4721720218658447,0.32744256872683764,2,0.5,1.0
beta_refined_0.8125,p027,0.8125,"3,9,5,8",Opal-027 AX-1308,AX-1308,0,0.4414859414100647,0.3316306732594967,2,0.5,1.0
beta_refined_0.8125,p028,0.8125,"3,9,5,8",Opal-028 DN-2257,Opal-028,0,0.43898093700408936,0.33163388911634684,2,0.5,1.0
beta_refined_0.8125,p029,0.8125,"3,9,5,8",Dante-029 DN-5765,Dante-029,0,0.43636125326156616,0.33396383468061686,2,0.5,1.0
beta_refined_0.8125,p030,0.8125,"3,9,5,8",Mira-030 BR-2222,"Mira-030, BR-2222",1,0.38410210609436035,0.32590219657868147,4,0.25,1.0
beta_refined_0.8125,p031,0.8125,"3,9,5,8",Pavel-031 DN-5947,"Pavel-031, DN-5947",1,0.4178916811943054,0.32411655597388744,4,0.25,1.0
beta_refined_0.8125,p032,0.8125,"3,9,5,8",Jules-032 CY-2064,"Jules-032
CY-2064",1,0.426819384098053,0.32980404421687126,4,0.25,1.0
beta_refined_0.8125,p033,0.8125,"3,9,5,8",Quinn-033 BR-7116,Quinn-033,0,0.4234734773635864,0.32610366307199,2,0.5,1.0
beta_refined_0.8125,p034,0.8125,"3,9,5,8",Nolan-034 CY-5878,Nolan-034,0,0.45133769512176514,0.32411946542561054,2,0.5,1.0
beta_refined_0.8125,p035,0.8125,"3,9,5,8",Kira-035 DN-3287,Kira-035,0,0.469036340713501,0.32405329681932926,2,0.5,1.0
beta_refined_0.8125,p036,0.8125,"3,9,5,8",Quinn-036 DN-5427,Quinn-036,0,0.42117810249328613,0.32750592567026615,2,0.5,1.0
beta_refined_0.8125,p037,0.8125,"3,9,5,8",Ada-037 AX-7966,Ada-037,0,0.5559304654598236,0.3297461271286011,2,0.5,1.0
beta_refined_0.8125,p038,0.8125,"3,9,5,8",Rhea-038 AX-3058,Rhea-038,0,0.4733999967575073,0.32619400788098574,2,0.5,1.0
beta_refined_0.8125,p039,0.8125,"3,9,5,8",Tara-039 AX-9806,"Tara-039, AX-9806",1,0.35128968954086304,0.3295047665014863,4,0.25,1.0
beta_refined_0.8125,p040,0.8125,"3,9,5,8",Nolan-040 CY-4732,"Nolan-040, CY-4732",1,0.3558482527732849,0.32866791635751724,4,0.25,1.0
beta_refined_0.8125,p041,0.8125,"3,9,5,8",Greta-041 BR-4781,Greta-041,0,0.45800352096557617,0.3282962189987302,2,0.5,1.0
beta_refined_0.8125,p042,0.8125,"3,9,5,8",Ada-042 BR-7805,Ada-042,0,0.5580822825431824,0.3283146033063531,2,0.5,1.0
beta_refined_0.8125,p043,0.8125,"3,9,5,8",Mira-043 CY-8248,"Mira-043, CY-8248",1,0.3711480498313904,0.32979681342840195,4,0.25,1.0
beta_refined_0.8125,p044,0.8125,"3,9,5,8",Basil-044 BR-7106,Basil-044,0,0.4867902398109436,0.32723777648061514,2,0.5,1.0
beta_refined_0.8125,p045,0.8125,"3,9,5,8",Basil-045 BR-2029,Basil-045,0,0.4888222813606262,0.33089708257466555,2,0.5,1.0
beta_refined_0.8125,p046,0.8125,"3,9,5,8",Opal-046 CY-8044,Opal-046,0,0.43285441398620605,0.32562977354973555,2,0.5,1.0
beta_refined_0.8125,p047,0.8125,"3,9,5,8",Felix-047 DN-2060,Felix-047,0,0.4419212341308594,0.3278336161747575,2,0.5,1.0
beta_refined_0.8125,p048,0.8125,"3,9,5,8",Hugo-048 DN-8551,"Hugo-048, DN-8551",1,0.3401970863342285,0.32837499398738146,4,0.25,1.0
beta_refined_0.8125,p049,0.8125,"3,9,5,8",Elena-049 EV-4084,Elena-049,0,0.47418850660324097,0.3241507699713111,2,0.5,1.0
beta_refined_0.8125,p050,0.8125,"3,9,5,8",Luca-050 CY-4815,Luca-050,0,0.4692831039428711,0.32888796273618937,2,0.5,1.0
beta_refined_0.8125,p051,0.8125,"3,9,5,8",Kira-051 AX-4341,"Kira-051, AX-4341",1,0.3574397563934326,0.3276487058028579,4,0.25,1.0
beta_refined_0.8125,p052,0.8125,"3,9,5,8",Nolan-052 DN-3532,"Nolan-052, DN-3532",1,0.3609973192214966,0.3320765718817711,4,0.25,1.0
beta_refined_0.8125,p053,0.8125,"3,9,5,8",Luca-053 DN-7635,"Luca-053
DN-7635",1,0.4172095060348511,0.32194717694073915,4,0.25,1.0
beta_refined_0.8125,p054,0.8125,"3,9,5,8",Elena-054 AX-7075,Elena-054,0,0.47536665201187134,0.32190647535026073,2,0.5,1.0
beta_refined_0.8125,p055,0.8125,"3,9,5,8",Pavel-055 AX-7355,Pavel-055,0,0.486003041267395,0.32685226760804653,2,0.5,1.0
beta_refined_0.8125,p056,0.8125,"3,9,5,8",Hugo-056 AX-1624,"Hugo-056, AX-1624",1,0.3608369827270508,0.33030257374048233,4,0.25,1.0
beta_refined_0.8125,p057,0.8125,"3,9,5,8",Ada-057 DN-8623,Ada-057,0,0.5777594447135925,0.3254527924582362,2,0.5,1.0
beta_refined_0.8125,p058,0.8125,"3,9,5,8",Quinn-058 AX-3134,"Quinn-058
AX-3134",1,0.40795189142227173,0.3250568611547351,4,0.25,1.0
beta_refined_0.8125,p059,0.8125,"3,9,5,8",Hugo-059 CY-5132,"Hugo-059, CY-5132",1,0.360784649848938,0.3297442877665162,4,0.25,1.0
beta_refined_0.8125,p060,0.8125,"3,9,5,8",Mira-060 CY-6371,Mira-060,0,0.5045692920684814,0.33242943324148655,2,0.5,1.0
beta_refined_0.8125,p061,0.8125,"3,9,5,8",Elena-061 CY-2333,Elena-061,0,0.4681500196456909,0.3293349454179406,2,0.5,1.0
beta_refined_0.8125,p062,0.8125,"3,9,5,8",Quinn-062 AX-3163,"Quinn-062, AX-3163",1,0.32256579399108887,0.327719003893435,4,0.25,1.0
beta_refined_0.8125,p063,0.8125,"3,9,5,8",Luca-063 DN-3598,Luca-063,0,0.4778367280960083,0.325463873334229,2,0.5,1.0
beta_refined_0.8125,p064,0.8125,"3,9,5,8",Silas-064 EV-9480,"Silas-064, EV-9480",1,0.32368016242980957,0.326427330262959,4,0.25,1.0
beta_refined_0.8125,p065,0.8125,"3,9,5,8",Rhea-065 BR-7769,"Rhea-065
BR-7769",1,0.4223339557647705,0.3265741793438792,4,0.25,1.0
beta_refined_0.8125,p066,0.8125,"3,9,5,8",Hugo-066 CY-4805,"Hugo-066, CY-4805",1,0.38984090089797974,0.3312212033197284,4,0.25,1.0
beta_refined_0.8125,p067,0.8125,"3,9,5,8",Hugo-067 BR-6355,"Hugo-067, BR-6355",1,0.3807950019836426,0.324411503970623,4,0.25,1.0
beta_refined_0.8125,p068,0.8125,"3,9,5,8",Silas-068 EV-3810,"Silas-068, EV-3810",1,0.3376532793045044,0.3302322896197438,4,0.25,1.0
beta_refined_0.8125,p069,0.8125,"3,9,5,8",Basil-069 EV-6954,Basil-069,0,0.48201656341552734,0.3279556455090642,2,0.5,1.0
beta_refined_0.8125,p070,0.8125,"3,9,5,8",Dante-070 CY-6228,Dante-070,0,0.4371570348739624,0.33829844277352095,2,0.5,1.0
beta_refined_0.8125,p071,0.8125,"3,9,5,8",Nolan-071 AX-6681,Nolan-071,0,0.46289360523223877,0.33205753844231367,2,0.5,1.0
beta_refined_0.8125,p072,0.8125,"3,9,5,8",Pavel-072 DN-6688,Pavel-072,0,0.48662054538726807,0.32414285466074944,2,0.5,1.0
beta_refined_0.8125,p073,0.8125,"3,9,5,8",Mira-073 DN-1412,"Mira-073, DN-1412",1,0.3876323699951172,0.3226786386221647,4,0.25,1.0
beta_refined_0.8125,p074,0.8125,"3,9,5,8",Opal-074 CY-3777,Opal-074,0,0.4344956874847412,0.3280379921197891,2,0.5,1.0
beta_refined_0.8125,p075,0.8125,"3,9,5,8",Kira-075 EV-6711,Kira-075,0,0.487907350063324,0.32901264168322086,2,0.5,1.0
beta_refined_0.8125,p076,0.8125,"3,9,5,8",Iris-076 AX-2750,"Iris-076, AX-2750",1,0.3222994804382324,0.3265358181670308,4,0.25,1.0
beta_refined_0.8125,p077,0.8125,"3,9,5,8",Mira-077 BR-8045,"Mira-077, BR-8045",1,0.3890841007232666,0.3261922439560294,4,0.25,1.0
beta_refined_0.8125,p078,0.8125,"3,9,5,8",Nolan-078 DN-1322,Nolan-078,0,0.4597947597503662,0.3255939185619354,2,0.5,1.0
beta_refined_0.8125,p079,0.8125,"3,9,5,8",Silas-079 EV-4358,Silas-079,0,0.3875402808189392,0.32931962236762047,2,0.5,1.0
beta_refined_0.8125,p080,0.8125,"3,9,5,8",Mira-080 AX-2231,"Mira-080, AX-2231",1,0.3844583034515381,0.32410332933068275,4,0.25,1.0
beta_refined_0.8125,p081,0.8125,"3,9,5,8",Cora-081 DN-4702,"Cora-081
DN-4702",1,0.383902907371521,0.3310102829709649,4,0.25,1.0
beta_refined_0.8125,p082,0.8125,"3,9,5,8",Ada-082 CY-5013,"Ada-082
CY-5013",1,0.49625861644744873,0.33008195273578167,4,0.25,1.0
beta_refined_0.8125,p083,0.8125,"3,9,5,8",Luca-083 AX-1188,Luca-083,0,0.4896732568740845,0.3236548453569412,2,0.5,1.0
beta_refined_0.8125,p084,0.8125,"3,9,5,8",Tara-084 EV-5866,Tara-084,0,0.4430777430534363,0.3272172166034579,2,0.5,1.0
beta_refined_0.8125,p085,0.8125,"3,9,5,8",Opal-085 DN-5039,Opal-085,0,0.43590569496154785,0.328632403165102,2,0.5,1.0
beta_refined_0.8125,p086,0.8125,"3,9,5,8",Luca-086 AX-1751,Luca-086,0,0.483917772769928,0.32516986690461636,2,0.5,1.0
beta_refined_0.8125,p087,0.8125,"3,9,5,8",Quinn-087 BR-5655,"Quinn-087, BR-5655",1,0.33385586738586426,0.3314227480441332,4,0.25,1.0
beta_refined_0.8125,p088,0.8125,"3,9,5,8",Pavel-088 CY-4150,"Pavel-088, CY-4150",1,0.40729010105133057,0.32634811848402023,4,0.25,1.0
beta_refined_0.8125,p089,0.8125,"3,9,5,8",Pavel-089 AX-9205,Pavel-089,0,0.507794976234436,0.3236730210483074,2,0.5,1.0
beta_refined_0.8125,p090,0.8125,"3,9,5,8",Elena-090 EV-5227,"Elena-090, EV-5227",1,0.35032254457473755,0.3334338618442416,4,0.25,1.0
beta_refined_0.8125,p091,0.8125,"3,9,5,8",Ada-091 EV-3544,"Ada-091, EV-3544",1,0.38649386167526245,0.32330557331442833,4,0.25,1.0
beta_refined_0.8125,p092,0.8125,"3,9,5,8",Dante-092 DN-1291,Dante-092,0,0.4379286766052246,0.3299000998958945,2,0.5,1.0
beta_refined_0.8125,p093,0.8125,"3,9,5,8",Basil-093 EV-2305,Basil-093,0,0.4815857410430908,0.3252245495095849,2,0.5,1.0
beta_refined_0.8125,p094,0.8125,"3,9,5,8",Felix-094 DN-7319,"Felix-094, DN-7319",1,0.34983575344085693,0.3288728166371584,4,0.25,1.0
beta_refined_0.8125,p095,0.8125,"3,9,5,8",Mira-095 BR-8393,Mira-095,0,0.49533796310424805,0.3367460398003459,2,0.5,1.0
beta_refined_0.8125,p096,0.8125,"3,9,5,8",Cora-096 EV-8942,Cora-096,0,0.4445587396621704,0.3237890852615237,2,0.5,1.0
beta_refined_0.8125,p097,0.8125,"3,9,5,8",Cora-097 DN-9536,"Cora-097, DN-9536",1,0.33964526653289795,0.3263354189693928,4,0.25,1.0
beta_refined_0.8125,p098,0.8125,"3,9,5,8",Basil-098 CY-2738,Basil-098,0,0.5033290684223175,0.3293790752068162,2,0.5,1.0
beta_refined_0.8125,p099,0.8125,"3,9,5,8",Iris-099 AX-8321,Iris-099,0,0.37010449171066284,0.32563606183975935,2,0.5,1.0
beta_refined_0.795,p000,0.795,"3,9,5,8",Kira-000 DN-1791,Kira-000,0,0.4894246459007263,0.3289110139012337,2,0.5,1.0
beta_refined_0.795,p001,0.795,"3,9,5,8",Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3294030427932739,0.3312429925426841,4,0.25,1.0
beta_refined_0.795,p002,0.795,"3,9,5,8",Rhea-002 EV-1976,Rhea-002,0,0.46186673641204834,0.3260553125292063,2,0.5,1.0
beta_refined_0.795,p003,0.795,"3,9,5,8",Kira-003 CY-2199,"Kira-003, CY-2199",1,0.35588979721069336,0.33525719586759806,4,0.25,1.0
